Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,64.70999908447266,64.98999786376953,64.41000366210938,64.68000030517578,41.98992156982422,9506200
2010-01-05,64.58000183105469,64.62000274658203,63.81999969482422,63.93000030517578,41.50301742553711,10673100
2010-01-06,63.900001525878906,64.54000091552734,63.83000183105469,64.44999694824219,41.84060287475586,13171500
2010-01-07,64.25,64.3499984741211,63.7400016784668,63.9900016784668,41.54197311401367,10901600
2010-01-08,63.91999816894531,64.26000213623047,63.630001068115234,64.20999908447266,41.68479919433594,7898000
2010-01-11,64.75,64.75,64.01000213623047,64.22000122070312,41.6912841796875,7975700
2010-01-12,64.12999725341797,64.72000122070312,64.0199966430664,64.55999755859375,41.912025451660156,10820700
2010-01-13,64.54000091552734,65.2300033569336,64.54000091552734,64.97000122070312,42.17818832397461,13023800
2010-01-14,65.19999694824219,65.2699966430664,64.75,65.0999984741211,42.26259231567383,7899000
2010-01-15,65.13999938964844,65.19999694824219,63.97999954223633,64.55999755859375,41.912025451660156,20995000
2010-01-19,64.13999938964844,65.75,64.11000061035156,65.3499984741211,42.42488098144531,15181800
2010-01-20,65.47000122070312,65.94999694824219,64.47000122070312,65.1500015258789,42.295047760009766,13033000
2010-01-21,65.06999969482422,65.47000122070312,63.79999923706055,63.970001220703125,41.528987884521484,14473900
2010-01-22,63.90999984741211,64.19000244140625,63.09000015258789,63.20000076293945,41.02908706665039,14017200
2010-01-25,63.66999816894531,63.70000076293945,63.04999923706055,63.220001220703125,41.04209518432617,10001700
2010-01-26,62.63999938964844,63.0099983215332,62.220001220703125,62.790000915527344,40.762939453125,15630300
2010-01-27,62.779998779296875,63.720001220703125,62.70000076293945,63.439998626708984,41.184913635253906,14982400
2010-01-28,63.56999969482422,64.06999969482422,63.040000915527344,63.79999923706055,41.41862487792969,17096000
2010-01-29,63.95000076293945,64.2699966430664,62.81999969482422,62.86000061035156,40.80838394165039,17844400
2010-02-01,63.2599983215332,63.2599983215332,62.77000045776367,63.09000015258789,40.95770263671875,10153400
2010-02-02,63.20000076293945,64.19999694824219,62.630001068115234,63.9900016784668,41.54197311401367,13609300
2010-02-03,63.869998931884766,63.869998931884766,63.290000915527344,63.630001068115234,41.308265686035156,9255900
2010-02-04,63.4900016784668,63.619998931884766,62.619998931884766,62.63999938964844,40.66556167602539,18397000
2010-02-05,62.689998626708984,63.599998474121094,61.88999938964844,62.63999938964844,40.66556167602539,16775200
2010-02-08,62.5,62.97999954223633,62.2599983215332,62.369998931884766,40.49028396606445,10081200
2010-02-09,62.54999923706055,63.470001220703125,62.470001220703125,62.7599983215332,40.74348068237305,11356400
2010-02-10,62.790000915527344,63.06999969482422,62.209999084472656,62.72999954223633,40.72399139404297,10115800
2010-02-11,62.619998931884766,63.209999084472656,62.2599983215332,62.90999984741211,40.84084701538086,8353600
2010-02-12,62.61000061035156,63.0,62.11000061035156,62.720001220703125,40.717498779296875,12335800
2010-02-16,63.25,63.709999084472656,62.81999969482422,63.61000061035156,41.29529571533203,10212400
2010-02-17,63.630001068115234,64.36000061035156,63.61000061035156,63.97999954223633,41.53546905517578,9485500
2010-02-18,63.97999954223633,64.69999694824219,63.95000076293945,64.52999877929688,41.89253616333008,8260600
2010-02-19,64.1500015258789,64.45999908447266,63.619998931884766,63.810001373291016,41.74208450317383,14222300
2010-02-22,63.810001373291016,64.0999984741211,63.38999938964844,63.4900016784668,41.53275680541992,9839700
2010-02-23,63.560001373291016,63.849998474121094,63.22999954223633,63.310001373291016,41.415000915527344,12481400
2010-02-24,63.54999923706055,63.849998474121094,63.25,63.45000076293945,41.506587982177734,8519300
2010-02-25,62.790000915527344,63.349998474121094,62.52000045776367,63.279998779296875,41.395381927490234,10528900
2010-02-26,63.459999084472656,63.59000015258789,63.0,63.0,41.21220779418945,9357800
2010-03-01,63.27000045776367,63.459999084472656,63.16999816894531,63.38999938964844,41.46733474731445,9219400
2010-03-02,63.310001373291016,63.63999938964844,63.02000045776367,63.439998626708984,41.50003433227539,9014000
2010-03-03,63.59000015258789,63.75,63.220001220703125,63.400001525878906,41.473876953125,9360400
2010-03-04,63.529998779296875,63.70000076293945,63.369998931884766,63.56999969482422,41.5850830078125,8067200
2010-03-05,63.65999984741211,64.06999969482422,63.54999923706055,64.04000091552734,41.892539978027344,10633600
2010-03-08,64.08000183105469,64.41000366210938,64.0199966430664,64.19999694824219,41.9972038269043,33380500
2010-03-09,64.55000305175781,64.55000305175781,64.08999633789062,64.2699966430664,42.0429801940918,8827100
2010-03-10,64.48999786376953,64.55999755859375,64.1500015258789,64.29000091552734,42.05608367919922,8436600
2010-03-11,64.1500015258789,64.22000122070312,63.599998474121094,64.22000122070312,42.01028823852539,9957800
2010-03-12,64.26000213623047,64.26000213623047,63.849998474121094,64.18000030517578,41.98411560058594,8223000
2010-03-15,64.13999938964844,64.56999969482422,64.06999969482422,64.56999969482422,42.23924255371094,7444700
2010-03-16,64.69999694824219,64.72000122070312,64.2300033569336,64.52999877929688,42.213077545166016,8882000
2010-03-17,64.72000122070312,64.73999786376953,64.4800033569336,64.6500015258789,42.29158020019531,8060700
2010-03-18,64.58000183105469,65.1500015258789,64.37000274658203,65.05999755859375,42.559776306152344,11742100
2010-03-19,65.11000061035156,65.48999786376953,64.80999755859375,65.11000061035156,42.592498779296875,23117600
2010-03-22,65.06999969482422,65.44000244140625,64.9800033569336,65.0999984741211,42.585968017578125,8803800
2010-03-23,65.18000030517578,65.38999938964844,64.87000274658203,65.36000061035156,42.75603103637695,9453900
2010-03-24,65.30999755859375,65.30999755859375,64.75,64.75,42.356998443603516,9312500
2010-03-25,65.04000091552734,65.25,64.52999877929688,64.56999969482422,42.23924255371094,10496600
2010-03-26,64.68000030517578,64.72000122070312,64.33000183105469,64.37999725341797,42.11496353149414,9450400
2010-03-29,64.45999908447266,64.93000030517578,64.4000015258789,64.81999969482422,42.40278625488281,7812900
2010-03-30,64.94999694824219,64.9800033569336,64.55999755859375,64.9000015258789,42.455116271972656,8311600
2010-03-31,64.83999633789062,65.30999755859375,64.69999694824219,65.19999694824219,42.65135955810547,11939100
2010-04-01,65.37000274658203,65.7699966430664,65.23999786376953,65.7699966430664,43.02423858642578,10600600
2010-04-05,65.7699966430664,65.88999938964844,65.37999725341797,65.4000015258789,42.7822151184082,8617600
2010-04-06,65.12999725341797,65.44999694824219,65.0,65.30999755859375,42.72331619262695,8260100
2010-04-07,65.23999786376953,65.48999786376953,65.08000183105469,65.22000122070312,42.66445541381836,9409400
2010-04-08,65.19000244140625,65.19000244140625,64.7699966430664,64.93000030517578,42.4747428894043,8962600
2010-04-09,64.87999725341797,65.16999816894531,64.77999877929688,65.13999938964844,42.61213302612305,6972700
2010-04-12,65.11000061035156,65.20999908447266,64.93000030517578,65.11000061035156,42.592498779296875,8692200
2010-04-13,65.05999755859375,65.8499984741211,64.91000366210938,65.68000030517578,42.96536636352539,12481600
2010-04-14,65.43000030517578,65.5999984741211,65.18000030517578,65.48999786376953,42.84107208251953,10501900
2010-04-15,65.29000091552734,65.54000091552734,65.12999725341797,65.51000213623047,42.85415267944336,8656900
2010-04-16,65.33999633789062,65.6500015258789,64.88999938964844,65.0199966430664,42.53363037109375,15742500
2010-04-19,65.05999755859375,66.0999984741211,65.05999755859375,66.02999877929688,43.19432067871094,14626300
2010-04-20,66.02999877929688,66.19999694824219,65.7300033569336,65.98999786376953,43.16815185546875,11916400
2010-04-21,65.9800033569336,65.9800033569336,65.06999969482422,65.38999938964844,42.77566146850586,13355700
2010-04-22,65.18000030517578,65.23999786376953,64.33000183105469,64.77999877929688,42.37662124633789,19583000
2010-04-23,64.70999908447266,65.04000091552734,64.33000183105469,65.04000091552734,42.546695709228516,11674900
2010-04-26,64.98999786376953,65.19999694824219,64.72000122070312,64.76000213623047,42.36353302001953,9281500
2010-04-27,64.56999969482422,64.87999725341797,64.20999908447266,64.27999877929688,42.04954147338867,11862200
2010-04-28,64.43000030517578,64.86000061035156,64.25,64.62000274658203,42.27195358276367,12476600
