Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,170.0500030517578,174.25,169.50999450683594,173.0800018310547,133.96810913085938,9135000
2010-01-05,173.0,176.25999450683594,172.57000732421875,176.13999938964844,136.336669921875,11659400
2010-01-06,175.3800048828125,175.3800048828125,173.75999450683594,174.25999450683594,134.88143920898438,7381100
2010-01-07,174.32000732421875,178.75,173.9499969482422,177.6699981689453,137.52085876464844,8727400
2010-01-08,176.3300018310547,177.42999267578125,173.9499969482422,174.30999755859375,134.92010498046875,7268100
2010-01-11,175.05999755859375,175.05999755859375,170.52000427246094,171.55999755859375,132.79159545898438,7704900
2010-01-12,170.00999450683594,170.47999572753906,167.02999877929688,167.82000732421875,129.89678955078125,10360100
2010-01-13,168.00999450683594,169.6699981689453,166.1199951171875,169.07000732421875,130.8642120361328,11269500
2010-01-14,168.0,170.72000122070312,167.2100067138672,168.52999877929688,130.44631958007812,10521400
2010-01-15,167.60000610351562,167.8000030517578,164.5800018310547,165.2100067138672,127.87651062011719,10896300
2010-01-19,165.00999450683594,167.39999389648438,163.89999389648438,166.86000061035156,129.15365600585938,7705300
2010-01-20,165.8000030517578,168.17999267578125,164.32000732421875,167.7899932861328,129.87351989746094,8893900
2010-01-21,169.2899932861328,171.0,156.77000427246094,160.8699951171875,124.51726531982422,51738300
2010-01-22,158.69000244140625,159.75,152.25,154.1199951171875,119.29259490966797,30175600
2010-01-25,156.1300048828125,158.3000030517578,154.5,154.97999572753906,119.95822143554688,17877000
2010-01-26,154.91000366210938,156.5,150.6999969482422,150.8800048828125,116.78475952148438,15985900
2010-01-27,150.75,152.92999267578125,148.27000427246094,151.5,117.26463317871094,19899000
2010-01-28,154.22999572753906,155.1999969482422,149.9499969482422,153.2899932861328,118.65019226074219,16160700
2010-01-29,154.44000244140625,154.8800048828125,147.80999755859375,148.72000122070312,115.11284637451172,18502800
2010-02-01,149.82000732421875,155.25,149.2100067138672,153.1300048828125,118.52632904052734,12980800
2010-02-02,153.64999389648438,157.5,153.64999389648438,156.94000244140625,121.47535705566406,17246600
2010-02-03,157.9199981689453,159.94000244140625,157.11000061035156,157.22999572753906,121.69983673095703,16785200
2010-02-04,155.27000427246094,156.05999755859375,150.4499969482422,150.67999267578125,116.62994384765625,18895000
2010-02-05,150.82000732421875,154.4600067138672,148.8699951171875,154.16000366210938,119.32354736328125,18759200
2010-02-08,154.27000427246094,154.60000610351562,150.82000732421875,151.10000610351562,116.9550552368164,10257300
2010-02-09,152.6999969482422,153.52999877929688,149.64999389648438,152.49000549316406,118.03094482421875,14017300
2010-02-10,152.77000427246094,155.35000610351562,151.75999450683594,153.6300048828125,118.91336059570312,10555300
2010-02-11,154.39999389648438,155.32000732421875,152.25,154.0500030517578,119.2384033203125,11163400
2010-02-12,152.3699951171875,154.5,151.13999938964844,153.92999267578125,119.14553833007812,10293200
2010-02-16,155.3000030517578,157.74000549316406,154.60000610351562,157.39999389648438,121.83136749267578,11497100
2010-02-17,158.0,158.19000244140625,155.80999755859375,157.25999450683594,121.72306060791016,10070000
2010-02-18,155.61000061035156,156.58999633789062,154.8800048828125,155.72999572753906,120.53878784179688,10991100
2010-02-19,154.50999450683594,157.0,154.49000549316406,156.17999267578125,120.8870620727539,8693000
2010-02-22,157.1999969482422,157.97000122070312,156.02999877929688,156.7100067138672,121.2973403930664,7375500
2010-02-23,156.80999755859375,160.2100067138672,155.91000366210938,156.6999969482422,121.28953552246094,15696000
2010-02-24,157.33999633789062,159.25,156.8699951171875,158.3300018310547,122.55123901367188,8361500
2010-02-25,156.22999572753906,156.44000244140625,154.32000732421875,156.44000244140625,121.08833312988281,10519900
2010-02-26,156.25999450683594,156.99000549316406,155.25999450683594,156.35000610351562,121.2900619506836,7812700
2010-03-01,156.50999450683594,158.2899932861328,156.1699981689453,156.5399932861328,121.43743896484375,6522800
2010-03-02,157.17999267578125,159.75,156.91000366210938,158.75,123.15186309814453,11986400
2010-03-03,159.0399932861328,159.4499969482422,157.22999572753906,157.72000122070312,122.35284423828125,10006000
2010-03-04,158.25,163.85000610351562,158.11000061035156,163.61000061035156,126.92202758789062,15439500
2010-03-05,165.11000061035156,168.25,165.0,167.17999267578125,129.6914825439453,12226700
2010-03-08,167.8800048828125,170.69000244140625,167.4600067138672,169.83999633789062,131.7550048828125,9344500
2010-03-09,169.22000122070312,172.1999969482422,168.0,168.85000610351562,130.98704528808594,12958700
2010-03-10,170.25999450683594,172.33999633789062,168.8699951171875,171.94000244140625,133.38409423828125,13107200
2010-03-11,171.39999389648438,173.57000732421875,171.10000610351562,173.50999450683594,134.60203552246094,8910600
2010-03-12,175.00999450683594,176.33999633789062,174.0,174.9600067138672,135.72683715820312,10216900
2010-03-15,173.9499969482422,175.1999969482422,170.3800048828125,173.52999877929688,134.6175537109375,13958600
2010-03-16,174.3300018310547,176.4199981689453,173.55999755859375,176.19000244140625,136.68113708496094,11687700
2010-03-17,176.86000061035156,177.8800048828125,175.57000732421875,176.63999938964844,137.03018188476562,10138600
2010-03-18,176.1999969482422,177.75,175.66000366210938,177.4499969482422,137.65855407714844,6883500
2010-03-19,177.89999389648438,178.2100067138672,175.9499969482422,177.89999389648438,138.00759887695312,10896600
2010-03-22,176.2100067138672,176.9499969482422,175.22999572753906,176.16000366210938,136.65786743164062,7320400
