Date,Actual_Open_Price,Predicted_Open_Price
2010-03-29,1597.508623174018,8.066656207891164
2010-03-30,1622.084839720793,8.101371918479124
2010-03-31,1614.5072215640732,8.168558838511025
2010-04-01,1627.614561361621,8.261487737082366
2010-04-02,1627.614561361621,8.326494243883623
2010-04-05,1611.0255787336462,8.366675941394647
2010-04-06,1633.007744415089,8.381043027397737
2010-04-07,1642.2238256201297,8.44062342419981
2010-04-08,1648.299701610398,8.482982686589772
2010-04-09,1655.0582705374666,8.517840814763012
2010-04-12,1660.3147327090653,8.603405299999501
2010-04-13,1657.9937590184534,8.699041556867023
2010-04-14,1681.341310573497,8.778510569453509
2010-04-15,1684.7545929629894,8.816348073510817
2010-04-16,1703.8012701634455,8.838132267355313
2010-04-19,1693.2881635257388,8.773241118798133
2010-04-20,1703.59655342966,8.714526620914565
2010-04-21,1773.6392080947903,8.648944747068775
2010-04-22,1769.816309943218,8.598959022987046
2010-04-23,1836.3771394834125,8.629503322502142
2010-04-26,1862.933438988672,8.742881962143901
2010-04-27,1831.4619326329587,8.957771584046
2010-04-28,1804.0184057516228,9.1272613281124
2010-04-29,1802.4481208497277,9.224217795995472
2010-04-30,1845.388503954667,9.330253384940171
2010-05-03,1808.0462029314901,9.426897958311478
2010-05-04,1801.5608934736508,9.515783621636707
2010-05-05,1734.2488282612123,9.506412544525254
2010-05-06,1739.7101894611055,9.396842151113894
2010-05-07,1670.6233049074956,9.16751708276777
2010-05-10,1715.2703292071817,8.878205727501523
2010-05-11,1726.124873460543,8.740607553306972
2010-05-12,1776.6428747222033,8.768393224195187
2010-05-13,1803.8135067233281,8.919335926130515
2010-05-14,1748.7897320787863,9.106797345283454
2010-05-17,1745.6495268640138,9.213143404564065
2010-05-18,1761.214561234043,9.248535598682107
2010-05-19,1710.1502233284339,9.239718525977395
2010-05-20,1658.1301153113043,9.150086594505296
2010-05-21,1596.2795935932684,8.972007645870633
2010-05-24,1694.994804720485,8.78845416525779
2010-05-25,1640.858439746529,8.743930155571565
2010-05-26,1714.1098423618757,8.719156616612032
2010-05-27,1717.6596633387283,8.737572634564646
2010-05-28,1777.667187569167,8.824811950604033
2010-05-31,1777.667187569167,8.916528875524637
2010-06-01,1779.7150840850588,8.987831663771143
2010-06-02,1812.8248711945832,9.041880561560923
2010-06-03,1817.1939236955961,9.123505776388555
2010-06-04,1769.611410914923,9.216389101332606
2010-06-07,1770.1575652643635,9.252581682279924
2010-06-08,1735.6823922812382,9.216555729907384
2010-06-09,1723.5990007416365,9.120311349950715
2010-06-10,1678.3374616515755,9.025203462324583
2010-06-11,1701.4802964728335,8.96420601054897
2010-06-14,1754.2512755731889,8.980327681202716
2010-06-15,1752.0666581754278,9.026926715106477
2010-06-16,1789.3407810521796,9.079723762321642
2010-06-17,1854.1951516921372,9.106878523307063
2010-06-18,1865.4593117075785,9.127922145708101
2010-06-21,1902.5968959969703,9.179249443443172
2010-06-22,1864.8449792117128,9.254139730662892
2010-06-23,1881.3657836932623,9.345036330292281
2010-06-24,1856.925741144829,9.420034854876814
2010-06-25,1850.5087921279244,9.480387154991107
2010-06-28,1829.140776647838,9.55118578498572
2010-06-29,1809.9575608600219,9.6009949112617
2010-06-30,1759.3711991574276,9.502255375210918
2010-07-01,1742.9187551168127,9.390656955385165
2010-07-02,1716.9086099609933,9.244120653538413
2010-07-05,1716.9086099609933,9.14264385149854
2010-07-06,1720.3904350859295,9.082087894237297
2010-07-07,1716.9086099609933,9.05819022342724
2010-07-08,1798.761761285515,9.05618498382649
2010-07-09,1760.6000464436686,9.058523480576795
2010-07-12,1771.7960283126843,9.118294716943144
2010-07-13,1756.70897014567,9.166336440985795
2010-07-14,1709.3311740987826,9.069300219254966
2010-07-15,1701.4802964728335,8.974650916253438
2010-07-16,1735.2727765191582,8.914698809553784
2010-07-19,1712.744456488275,8.84960827637721
2010-07-20,1665.0935832666676,8.780920274996454
2010-07-21,1816.5795911997304,8.727918146458485
2010-07-22,1765.993229497136,8.724463095839582
2010-07-23,1761.9654323172688,8.836027335444868
2010-07-26,1781.8313410418853,9.021623084230633
2010-07-27,1787.7706784447935,9.222147044305494
2010-07-28,1806.8857160861842,9.355595170064973
2010-07-29,1786.678369745913,9.43525787056744
2010-07-30,1753.7734816646832,9.434053017795968
2010-08-02,1784.8351899638067,9.420126002131394
2010-08-03,1788.726448556314,9.415511672368307
2010-08-04,1801.219455857996,9.408887830476914
2010-08-05,1793.641655406767,9.397188225846126
2010-08-06,1780.329416580925,9.406748718346002
2010-08-09,1791.9348319175117,9.373722080319467
2010-08-10,1780.8073927839393,9.356671847009693
2010-08-11,1750.4283774216167,9.305774650382169
2010-08-12,1690.9670075406177,9.184010463319098
2010-08-13,1724.827848027877,9.057374170663582
2010-08-16,1697.042883530886,8.99482294303256
2010-08-17,1714.1098423618757,8.970253061219978
2010-08-18,1729.6748767319045,8.945839838751205
2010-08-19,1732.9516205340371,8.945210353024265
2010-08-20,1709.399352245208,8.92982498128642
2010-08-23,1725.7836181393975,8.914906739228293
2010-08-24,1663.5234806592814,8.890316918953772
2010-08-25,1631.9154357162085,8.798148530287829
2010-08-26,1682.5017974188029,8.689519517115173
2010-08-27,1657.2428879352276,8.63062984560171
2010-08-30,1650.4841367136498,8.58410202049059
2010-08-31,1657.9253985775188,8.590164737095979
2010-09-01,1696.291830153151,8.61282479908995
2010-09-02,1722.1652544271012,8.601157950503776
2010-09-03,1748.3119381702807,8.646227419541624
2010-09-06,1748.3119381702807,8.719608080357371
2010-09-07,1758.893405248922,8.797754033576602
2010-09-08,1780.329416580925,8.913593649092007
2010-09-09,1816.238335878585,9.003927699259538
2010-09-10,1803.6087899895426,9.096439314306007
2010-09-13,1821.5631584911177,9.189520599693598
2010-09-14,1824.225569797385,9.279783441068489
2010-09-15,1837.606169064162,9.351806862296513
2010-09-16,1851.737639414165,9.405850063382882
2010-09-17,1902.5968959969703,9.412741650334603
2010-09-20,1891.6058131562488,9.417441430648857
2010-09-21,1944.7182298722585,9.444181756461113
2010-09-22,1936.8673522463093,9.50295179720294
2010-09-23,1961.580289674954,9.601271201377145
2010-09-24,2000.9708518030413,9.684087027217721
2010-09-27,2013.805114425869,9.793933710744525
2010-09-28,1998.7178739643452,9.950060412784062
2010-09-29,1967.724343811648,9.983917345332781
2010-09-30,1979.8079176457588,10.062601637024372
2010-10-01,1960.3514423887134,10.116529479866664
2010-10-04,1929.28973408959,10.179942333888633
2010-10-05,1932.0205058367912,10.22317319190051
2010-10-06,1983.835532531117,10.242631706577377
2010-10-07,1988.9556384098648,10.21707914342636
2010-10-08,1998.3082582022655,10.23120696788618
2010-10-11,2018.9935807455515,10.222468224853372
2010-10-12,2023.56734998035,10.260063619015703
2010-10-13,2056.267703622303,10.295022863674493
2010-10-14,2066.439554938864,10.318993167453044
2010-10-15,2105.6933961850823,10.387248219374548
2010-10-18,2180.99287761083,10.407408852746848
2010-10-19,2078.113330716386,10.407062778014616
2010-10-20,2116.343223704658,10.374058926801727
2010-10-21,2139.2811594976215,10.445630884284412
2010-10-22,2116.821017613164,10.618001736101036
2010-10-25,2116.957738495033,10.834786936063217
2010-10-26,2101.802319887084,11.021866676087605
2010-10-27,2107.1271424996175,11.14022565868662
2010-10-28,2109.17503901551,11.191436174001762
2010-10-29,2083.779590944574,11.148883223695819
2010-11-01,2070.0577363566513,11.077643099186837
2010-11-02,2102.68972955767,11.003118825161287
2010-11-03,2132.522590570553,10.945066569049274
2010-11-04,2160.3759155084786,10.894206400993923
2010-11-05,2177.7159515141884,10.846465178056214
2010-11-08,2172.3227684607205,10.880725152371276
2010-11-09,2198.6058084967513,10.977089163099581
2010-11-10,2168.4996880146387,11.056820224042983
2010-11-11,2157.3038884401317,11.107032392085308
2010-11-12,2164.1306355136257,11.137700594899599
2010-11-15,2112.6568641404456,11.042070034735488
2010-11-16,2093.951442261135,10.976888354304336
2010-11-17,2063.0944506957976,10.876190576455947
2010-11-18,2090.4014389897734,10.797709941911307
