Date,Mean_Sentiment,Variance_Sentiment,Composed_Value
2023-09-03,0.14053225,0.008743643160249998,0.14176101384650702
2023-09-04,0.19948816666666666,0.008207729930151514,0.20112551166292772
2023-09-05,0.14830867567567568,0.009612493523669668,0.14973429186011214
2023-09-06,0.10393108695652174,0.016494884839810278,0.10564541826714588
2023-09-07,0.03847896610169492,0.02590195592310228,0.03947564658562756
2023-09-08,0.10876894029850746,0.020882369974693348,0.11104029355157623
2023-09-09,0.07002823076923076,0.030162054262358975,0.0721404260655893
2023-09-10,0.11972150000000001,0.018247178115714285,0.1219060795347805
2023-09-11,0.14177685416666666,0.01852734462233999,0.14440360280328374
2023-09-12,0.1736468620689655,0.013030148838376108,0.1759095065270411
2023-09-13,0.14280218918918922,0.012450477060268767,0.14458014456984536
2023-09-14,0.1185985,0.013383903137588887,0.12018581083626333
2023-09-15,0.1742186976744186,0.017168019508120705,0.1772096876747724
2023-09-16,0.24027985714285713,0.004538711852809523,0.2413704181784628
2023-09-17,0.22321166666666667,0.019056982198499998,0.22746540742483087
2023-09-18,0.1649506285714286,0.022746352157063866,0.16870265365744336
2023-09-19,0.1469800357142857,0.013906928696702382,0.14902407659080305
2023-09-20,0.15898777419354837,0.019969757113647308,0.16216272142823293
2023-09-21,0.13057616666666666,0.01938718939527536,0.13310767154034236
2023-09-22,0.13171673684210528,0.023861463585009953,0.1348596909617995
2023-09-23,0.19521125,0.014432351580499995,0.19802860739246889
2023-09-24,0.16968270000000002,0.034013093065566664,0.17545413346671665
2023-09-25,0.15402720512820514,0.014299106533535765,0.15622965654339613
2023-09-26,0.14558748648648648,0.016430351562312314,0.14797954007253283
2023-09-27,0.14979608333333333,0.015740391287210144,0.15215393229829152
2023-09-28,0.18257078571428573,0.011615615655433861,0.18469145779105345
2023-09-29,0.16172627586206897,0.013212999208849755,0.1638631650170847
2023-09-30,0.11709285714285714,0.0068046227531428595,0.11788962986280194
2023-10-01,0.2875752,0.002023091583700001,0.28815699096680086
2023-10-02,0.20433837931034482,0.016778871406600983,0.20776694670022636
2023-10-03,0.12105533333333333,0.01780343421554023,0.12321053399677362
2023-10-04,0.10900682352941177,0.0200500309738467,0.11119241371753712
2023-10-05,0.19485263333333333,0.023958865074791946,0.19952108128483456
2023-10-06,0.12588557692307692,0.02180708121209385,0.12863077392246974
2023-10-07,0.2091468333333333,0.02472716114696667,0.2143184407845444
2023-10-08,0.21064016666666666,0.0008652419813666674,0.21082242138182872
2023-10-09,0.17478943333333333,0.010897113909357471,0.1766941336985187
2023-10-10,0.20744391304347826,0.013383622017083001,0.21022026396539684
2023-10-11,0.1841175,0.010462098689741937,0.18604375545550855
2023-10-12,0.10520475,0.023045802262630432,0.10762927786558948
2023-10-13,0.17941415384615383,0.01865145631533539,0.18276048909896825
2023-10-14,0.16960542857142857,0.03515624608210989,0.17556811875514744
2023-10-15,0.25584925000000003,0.004225808853357144,0.2569304200257748
2023-10-16,0.1385007857142857,0.015014498781831007,0.14058030559267548
2023-10-17,0.1740595625,0.014846685890318546,0.17664377015064375
2023-10-18,0.14860917142857144,0.01402664247055798,0.15069365914404587
2023-10-19,0.15924660606060606,0.01700644285937121,0.16195482436712455
2023-10-20,0.1487814642857143,0.019102133283369047,0.1516235076465948
2023-10-21,0.184964,0.007180957992666666,0.1862922187141556
2023-10-22,0.14618842857142858,0.004985205841285713,0.14691720797947125
2023-10-23,0.15621175,0.020813940481290334,0.1594631320669782
2023-10-24,0.17685125806451613,0.012677174063264515,0.1790932322463073
2023-10-25,0.13214823255813954,0.01437129828875415,0.1340473742265642
2023-10-26,0.17951848484848484,0.013226853380507575,0.18189294952666663
2023-10-27,0.126860675,0.014393008399353206,0.12868658176082265
2023-10-28,0.19086275,0.01518192647735714,0.1937604142377662
2023-10-29,0.20311855555555555,0.00785024622127778,0.20471308622877693
2023-10-30,0.12067775510204082,0.01640986629998044,0.1226580609286471
2023-10-31,0.18308873170731707,0.014122857888051222,0.18567446784612304
2023-11-01,0.12611986666666666,0.017741463565360924,0.1283574176860015
2023-11-02,0.13947502173913043,0.01577474156935507,0.1416752041624454
2023-11-03,0.17097783333333333,0.011438802168371426,0.1729336149440101
2023-11-04,0.1479633846153846,0.005701338029589743,0.1488069738870791
2023-11-05,0.10841560000000001,0.0142409478663,0.10995954090749364
2023-11-06,0.1715828857142857,0.01023212244092773,0.17333854280968197
2023-11-07,0.15323710714285713,0.014575076676765874,0.15547054972919006
2023-11-08,0.1904577297297297,0.01462142104498048,0.19324249238737917
2023-11-09,0.16199889655172414,0.019425177444738918,0.1651457538630933
2023-11-10,0.1478353611111111,0.019091396798751586,0.15065774465097004
2023-11-11,0.14758616666666666,0.010498099326166665,0.14913554090350153
2023-11-12,0.17809975,0.012236828387583333,0.1802791260766215
2023-11-13,0.17815766666666666,0.006143566165076923,0.17925219007964902
2023-11-14,0.1543552,0.023401565585753847,0.15796735333630213
2023-11-15,0.1914308857142857,0.014741221978986556,0.19425281089423402
2023-11-16,0.18107508333333333,0.022335417251992756,0.18511947087352268
2023-11-17,0.15308919444444447,0.018335749583818256,0.15589619957776626
2023-11-18,0.07970046153846154,0.052136683162935904,0.08385577924963207
2023-11-19,0.21171259999999997,0.003257373650299999,0.2124022270446765
2023-11-20,0.1511244,0.033636097952568424,0.15620763512142313
2023-11-21,0.1421384,0.026841314839257144,0.1459535815451483
2023-11-22,0.16939062500000002,0.01342443716511413,0.17166459880167195
2023-11-23,0.16715707692307694,0.006062169505410255,0.16817041145741352
2023-11-24,0.2035104375,0.0224950555525121,0.20808841609707854
2023-11-25,0.17209116666666668,0.031728216523766666,0.1775513124644943
2023-11-26,0.336897,0.0053897114880000025,0.3387127776311727
2023-11-27,0.17820385714285716,0.02461975710553439,0.18259119282098366
2023-11-28,0.2242579090909091,0.008118491173800866,0.22607854494651866
2023-11-29,0.16856693749999999,0.01784902314831855,0.17157569266947867
2023-11-30,0.1479472580645161,0.022357012968597854,0.151254916831733
2023-12-01,0.18304365517241378,0.018080328264162563,0.1863531445446032
2023-12-02,0.1183184,0.03636882499337778,0.12262150118309648
2023-12-03,0.212932625,0.010363979283410712,0.21513945431426224
2023-12-04,0.21534871428571428,0.019027301119033613,0.2194462191180253
2023-12-05,0.1740470322580645,0.020550061242165595,0.1776237094299849
2023-12-06,0.18960420689655175,0.014130971839312806,0.19228349860482216
2023-12-07,0.1813760625,0.01637584525444758,0.184346248832361
2023-12-08,0.17411175,0.01665965030096774,0.17701239086828952
2023-12-09,0.195899625,0.021831751746839285,0.20017645698029893
2023-12-10,0.2343885,0.025315650720857143,0.24032219739898564
2023-12-11,0.19554296774193547,0.013815541707298928,0.19824449976834319
2023-12-12,0.18471575862068965,0.016082247720761077,0.1876864032087559
2023-12-13,0.150688775,0.0192620621754609,0.15359135155319403
2023-12-14,0.18131342857142857,0.00995057209189916,0.18311760091365797
2023-12-15,0.21732040740740743,0.013060407731019946,0.22015870053641953
2023-12-16,0.19339942857142858,0.030986861416952383,0.19939226986268924
2023-12-17,0.253692,0.013110146730400002,0.2570179393443286
2023-12-18,0.1906212068965517,0.013643115954455668,0.19322187412561964
2023-12-19,0.1590462564102564,0.021530146106037786,0.16247054554838758
2023-12-20,0.18141592592592592,0.01661106101676353,0.18442943694089414
2023-12-21,0.18972676315789472,0.013073035601861311,0.19220706788728378
2023-12-22,0.168854,0.018221859413172413,0.17193083384935182
2023-12-23,0.2182044,0.022369010546266672,0.22308541652484176
2023-12-24,0.09339457142857142,0.01716200039461905,0.09499740910028386
2023-12-25,0.1975132,0.0280395519412,0.20305138163047262
2023-12-26,0.12869516,0.017192128659390002,0.13090770374856078
2023-12-27,0.14721594736842106,0.020135311184699856,0.1501801862800346
2023-12-28,0.18591083870967742,0.01856826432900645,0.189362880304466
2023-12-29,0.20015113793103448,0.012705348147766008,0.2026941278206198
2023-12-30,0.18101599999999998,0.008749509489454547,0.1825998012097431
2023-12-31,0.21539479999999997,0.012404809938200001,0.21806673155567655
