Date,Sentiment_Score
2023-12-30,0.18101599999999998
2023-12-31,0.21539480000000003
2024-01-01,0.14916516666666668
2024-01-02,0.14332562857142858
2024-01-03,0.13892186046511626
2024-01-04,0.13620469444444447
2024-01-05,0.15392514285714287
2024-01-06,0.08924557142857144
2024-01-07,0.1317388
2024-01-08,0.20107211904761904
2024-01-09,0.16293768181818183
2024-01-10,0.1793675483870968
2024-01-11,0.18979445833333333
2024-01-12,0.1613287894736842
2024-01-13,0.14240744444444445
2024-01-14,0.20208445454545457
2024-01-15,0.17762861904761906
2024-01-16,0.14408258333333335
2024-01-17,0.17320960975609756
2024-01-18,0.14986676744186045
2024-01-19,0.1497119487179487
2024-01-20,0.25258375
2024-01-21,0.22522014285714284
2024-01-22,0.1982547857142857
2024-01-23,0.1958275135135135
2024-01-24,0.177659
2024-01-25,0.1672256666666667
2024-01-26,0.1886969032258064
2024-01-27,0.1575157272727272
2024-01-28,0.1622336
2024-01-29,0.1629120192307692
2024-01-30,0.1706038181818182
2024-01-31,0.1564796176470588
2024-02-01,0.147008574074074
2024-02-02,0.15987672
2024-02-03,0.1895771333333333
2024-02-04,0.1259568
2024-02-05,0.1907526666666666
2024-02-06,0.2165285
2024-02-07,0.1707007222222222
2024-02-08,0.1727577142857143
2024-02-09,0.185065125
2024-02-10,0.179256
2024-02-11,0.2995143999999999
2024-02-12,0.1770966086956522
2024-02-13,0.136104037037037
2024-02-14,0.1546349130434782
2024-02-15,0.1509416818181818
2024-02-16,0.1477184166666666
2024-02-17,0.2145223999999999
2024-02-18,0.177582
2024-02-19,0.2318230588235294
2024-02-20,0.1897852083333333
2024-02-21,0.1671783913043478
2024-02-22,0.1900398571428571
2024-02-23,0.1911443939393939
2024-02-24,0.2180734285714285
2024-02-25,0.240122
2024-02-26,0.1842718157894737
2024-02-27,0.17906725
2024-02-28,0.1592845555555555
2024-02-29,0.1571118888888888
2024-03-01,0.2055166388888888
2024-03-02,0.1981752222222222
2024-03-03,0.1635150666666666
2024-03-04,0.1673106744186046
2024-03-05,0.1222469487179487
2024-03-06,0.1110918636363636
2024-03-07,0.1466026785714285
2024-03-08,0.1836990416666666
2024-03-09,0.1348255454545454
2024-03-10,0.1775819166666666
2024-03-11,0.2198556538461538
2024-03-12,0.172965619047619
2024-03-13,0.18240056
2024-03-14,0.17239056
2024-03-15,0.1768828181818181
2024-03-16,0.2010066
2024-03-17,0.2276448333333333
2024-03-18,0.1881747222222222
2024-03-19,0.1655012564102564
2024-03-20,0.1619093125
2024-03-21,0.1082478
2024-03-22,0.1309087555555555
2024-03-23,0.1596793
2024-03-24,0.2344114615384615
2024-03-25,0.1624244761904762
2024-03-26,0.1873461071428571
2024-03-27,0.149850875
2024-03-28,0.1902240624999999
2024-03-29,0.2077528
2024-03-30,0.1642364285714286
2024-03-31,0.1981861
2024-04-01,0.2249662631578947
2024-04-02,0.17481285
2024-04-03,0.135764111111111
2024-04-04,0.1520160555555555
2024-04-05,0.1366998421052631
2024-04-06,0.1762001249999999
2024-04-07,0.2267887142857143
2024-04-08,0.1622384499999999
2024-04-09,0.1744381923076923
2024-04-10,0.190414064516129
2024-04-11,0.0977947714285714
2024-04-12,0.164494875
2024-04-13,0.1467679999999999
2024-04-14,0.1774497142857143
2024-04-15,0.1362539523809524
2024-04-16,0.1672053636363636
2024-04-17,0.1508175217391304
2024-04-18,0.1113189444444444
2024-04-19,0.1523329310344827
2024-04-20,0.153702875
2024-04-21,0.09751525
2024-04-22,0.1228104
2024-04-23,0.1631018636363636
2024-04-24,0.1636019259259259
2024-04-25,0.1984325555555555
2024-04-26,0.1660561923076923
2024-04-27,0.2030435
2024-04-28,0.2058817
2024-04-29,0.1804509523809523
2024-04-30,0.1717634074074074
2024-05-01,0.1646398571428571
2024-05-02,0.1296354444444444
2024-05-03,0.1871081692307692
2024-05-04,0.19472175
2024-05-05,0.2324155
2024-05-06,0.1659139534883721
2024-05-07,0.1885754693877551
2024-05-08,0.1626498055555555
2024-05-09,0.1526326818181818
2024-05-10,0.2010858965517241
2024-05-11,0.1766681538461538
2024-05-12,0.2034835625
2024-05-13,0.1586253448275862
2024-05-14,0.1769377727272727
2024-05-15,0.184195
2024-05-16,0.1889841304347826
2024-05-17,0.2063809411764705
2024-05-18,0.2288784999999999
2024-05-19,0.1475496666666666
2024-05-20,0.2025172105263158
2024-05-21,0.1669715833333333
2024-05-22,0.204242
2024-05-23,0.1754684137931034
2024-05-24,0.1689277727272727
2024-05-25,0.265033
2024-05-26,0.203951
2024-05-27,0.2427234444444444
2024-05-28,0.1993536428571428
2024-05-29,0.1815768214285714
2024-05-30,0.14206653125
2024-05-31,0.1542232499999999
2024-06-01,0.17572125
2024-06-02,0.19355575
2024-06-03,0.2019313636363636
2024-06-04,0.2081097307692307
2024-06-05,0.1967023913043478
2024-06-06,0.1876212
2024-06-07,0.201524875
2024-06-08,0.3042365714285714
2024-06-09,0.13474825
2024-06-10,0.2311661063829787
2024-06-11,0.1989527719298245
2024-06-12,0.1913594576271186
2024-06-13,0.2173754210526315
2024-06-14,0.1816067499999999
2024-06-15,0.2314758333333333
2024-06-16,0.20050225
2024-06-17,0.2211027222222222
2024-06-18,0.2177161
2024-06-19,0.2131028125
2024-06-20,0.196932
2024-06-21,0.1919435588235294
2024-06-22,0.2472437499999999
2024-06-23,0.1846771818181818
2024-06-24,0.1821055
2024-06-25,0.1817387058823529
2024-06-26,0.2212792333333333
2024-06-27,0.2301676956521739
2024-06-28,0.2057683333333333
2024-06-29,0.3050933333333334
2024-06-30,0.1476071666666666
2024-07-01,0.18149065
2024-07-02,0.2174680967741935
2024-07-03,0.2808335
2024-07-04,0.2389094
2024-07-05,0.2095915666666666
2024-07-06,0.112341
2024-07-07,0.2219824
2024-07-08,0.19385012
2024-07-09,0.2201025217391304
2024-07-10,0.213823
2024-07-11,0.1888190303030303
2024-07-12,0.17579825
2024-07-13,0.229933625
2024-07-14,0.1906704
2024-07-15,0.23395972
2024-07-16,0.2197971785714285
2024-07-17,0.1980181666666666
2024-07-18,0.2158379583333333
2024-07-19,0.2380460454545454
2024-07-20,0.1753556666666667
2024-07-21,0.2069561428571428
2024-07-22,0.2112394
2024-07-23,0.2088289285714285
2024-07-24,0.1868825925925925
2024-07-25,0.1773503
2024-07-26,0.1830989677419355
2024-07-27,0.250326
2024-07-28,0.2319318888888889
2024-07-29,0.1606510731707316
2024-07-30,0.17498334375
2024-07-31,0.1475069230769231
2024-08-01,0.21085625
2024-08-02,0.173259606060606
2024-08-03,0.2081861428571428
2024-08-04,0.2021517777777778
2024-08-05,0.07011728
2024-08-06,0.0736616923076923
2024-08-07,0.1701325714285714
2024-08-08,0.1533243076923076
2024-08-09,0.2003588
2024-08-10,0.2202683333333333
2024-08-11,0.2167543571428571
2024-08-12,0.1724397058823529
2024-08-13,0.2314496428571428
2024-08-14,0.1541015384615384
2024-08-15,0.2160570588235294
2024-08-16,0.1997320625
2024-08-17,0.1846668888888888
2024-08-18,0.183551
2024-08-19,0.2191198888888889
2024-08-20,0.2098297857142857
2024-08-21,0.2000255833333333
2024-08-22,0.2006734705882353
2024-08-23,0.1822168461538461
2024-08-24,0.24265825
2024-08-25,0.2352208333333333
2024-08-26,0.2198859523809523
2024-08-27,0.2070626923076923
2024-08-28,0.2230303225806451
2024-08-29,0.232687
2024-08-30,0.2327151666666666
2024-08-31,0.2449718333333333
2024-09-01,0.23423125
2024-09-02,0.225341625
2024-09-03,0.2106464615384615
2024-09-04,0.1861479333333333
2024-09-05,0.2265555625
2024-09-06,0.2073359166666666
2024-09-07,0.2213831428571428
2024-09-08,0.2504240909090909
2024-09-09,0.2172143333333333
2024-09-10,0.2059512432432432
2024-09-11,0.1839968181818181
2024-09-12,0.2137185217391304
2024-09-13,0.2175191666666666
2024-09-14,0.2425628333333333
2024-09-15,0.2118088333333333
2024-09-16,0.195702652173913
2024-09-17,0.1914059
2024-09-18,0.2256250434782608
2024-09-19,0.1915595
2024-09-20,0.1925140714285714
2024-09-21,0.222665
2024-09-22,0.1772142
2024-09-23,0.1635970555555555
2024-09-24,0.2234996153846154
2024-09-25,0.1413687647058823
2024-09-26,0.2578759285714285
2024-09-27,0.2206835384615384
2024-09-28,0.2153995454545454
2024-09-29,0.28815275
2024-09-30,0.1921849374999999
2024-10-01,0.1920594782608695
2024-10-02,0.1929745
2024-10-03,0.1913899285714285
2024-10-04,0.1779577692307692
2024-10-05,0.1994751666666666
2024-10-06,0.1627314
2024-10-07,0.1776927999999999
2024-10-08,0.1994018846153846
2024-10-09,0.2023750588235294
2024-10-10,0.1484523999999999
2024-10-11,0.2160049
2024-10-12,0.10933525
2024-10-13,0.2205218888888888
2024-10-14,0.2350833684210526
2024-10-15,0.2104494444444444
2024-10-16,0.2029269999999999
2024-10-17,0.150855
2024-10-18,0.1990707142857143
2024-10-19,0.1587588
2024-10-20,0.185356
2024-10-21,0.2239591666666666
2024-10-22,0.20859355
2024-10-23,0.1828995925925925
2024-10-24,0.1856211666666666
2024-10-25,0.2472175
2024-10-26,0.2507631428571428
2024-10-27,0.1848975454545454
2024-10-28,0.2163995789473684
2024-10-29,0.2348222272727272
2024-10-30,0.2024582916666666
2024-10-31,0.1998337333333333
2024-11-01,0.1941964444444444
2024-11-02,0.194587
2024-11-03,0.2590141666666667
2024-11-04,0.2011326
2024-11-05,0.224921875
2024-11-06,0.209609375
2024-11-07,0.2419678499999999
2024-11-08,0.2015485833333333
2024-11-09,0.1619418181818182
2024-11-10,0.1929065
2024-11-11,0.1982488666666667
2024-11-12,0.2253361052631578
2024-11-13,0.2225179285714285
2024-11-14,0.2188153157894737
2024-11-15,0.2131325384615384
2024-11-16,0.2265733333333333
2024-11-17,0.20503175
2024-11-18,0.2417050769230769
2024-11-19,0.2189805
2024-11-20,0.1649707692307692
2024-11-21,0.1956136666666666
2024-11-22,0.1536724285714285
2024-11-23,0.2459197999999999
2024-11-24,0.1660869999999999
2024-11-25,0.234978923076923
2024-11-26,0.1674702352941176
2024-11-27,0.1877932777777777
2024-11-28,0.2217632666666666
2024-11-29,0.2113656666666666
2024-11-30,0.2764729999999999
2024-12-01,0.2395353333333333
